id	language	dateIdentified	physicalSetting	variantLiteral	Rating	serviceExpectation	taxonCount	Owner	modified	licenseLogoURL	PixelYDimension	digitizationDate	attributionLinkURL	nameAccordingTo	furtherInformationURL	comments	CountryCode	CountryName	vernacularName	scientificNameID	format	title	LocationCreated	LocationShown	PixelXDimension	CreateDate	resourceCreationTechnique	ProvinceState	MetadataDate	creator	subjectCategoryVocabulary	sex	attributionLogoURL	identificationQualifier	identifier	lifeStage	identifiedBy	City	provider	otherScientificName	Sublocation	UsageTerms	subtype	providerManagedID	Credit	timeOfDay	description	accessURI	rights	reviewerComments	subjectOrientation	scientificName	reviewer	licensingException	WorldRegion	metadataCreator	caption	tag	type	subjectPart	temporal	captureDevice	metadataLanguageLiteral	variantDescription	available	CVterm	taxonCoverage	source	WebStatement	metadataProvider
5017fa8c-fbb1-4ad2-8232-86cdad69013e				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4933				http://www.morphbank.net/586878						image/jpeg	image of Battus philenor			4032		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		07401837-13a5-45d5-b42f-807bb4ca1798				http://www.morphbank.net/588055					http://www.morphbank.net/586878	Tall Timbers 2011			http://www.morphbank.net?id=586878&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
656131eb-f101-479f-b6f3-83c22c230c64				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4933				http://www.morphbank.net/586881						image/jpeg	image of Battus philenor			4007		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		02532b7b-0922-42c7-8eb7-29a9c5bb90ec				http://www.morphbank.net/588055					http://www.morphbank.net/586881	Tall Timbers 2011			http://www.morphbank.net?id=586881&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
25677778-299b-4ec9-92ba-71ea1b18edf7				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4383				http://www.morphbank.net/586884						image/jpeg	image of Battus philenor			3991		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		69b23327-34ff-4c2c-8115-f5f40faf4388				http://www.morphbank.net/588055					http://www.morphbank.net/586884	Tall Timbers 2011			http://www.morphbank.net?id=586884&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
c7f34b58-e095-4b9f-b30b-ba4f5d2faad9				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4308				http://www.morphbank.net/586887						image/jpeg	image of Battus philenor			3999		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		116a2051-ac74-4bdc-9e3f-1e95a130ddf9				http://www.morphbank.net/588055					http://www.morphbank.net/586887	Tall Timbers 2011			http://www.morphbank.net?id=586887&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
cf5e6e6f-2851-48ec-bb6f-c2efd02f4576				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4308				http://www.morphbank.net/586890						image/jpeg	image of Battus philenor			3999		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		f21bd147-82b7-4937-ab8e-b752c5823946				http://www.morphbank.net/588055					http://www.morphbank.net/586890	Tall Timbers 2011			http://www.morphbank.net?id=586890&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
d05933be-1839-4393-917d-2122b0ad7c2e				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4291				http://www.morphbank.net/586893						image/jpeg	image of Battus philenor			3991		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		ad8e8008-bbd1-4809-b573-33c1f0dfd679				http://www.morphbank.net/588055					http://www.morphbank.net/586893	Tall Timbers 2011			http://www.morphbank.net?id=586893&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
1127aaa5-3a46-4d6a-80fc-5fe14e4d6241				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4375				http://www.morphbank.net/586896						image/jpeg	image of Battus philenor			3992		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		00244983-9ba3-472e-ab52-71217c0796c9				http://www.morphbank.net/588055					http://www.morphbank.net/586896	Tall Timbers 2011			http://www.morphbank.net?id=586896&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
3f2bc057-5476-4e0a-88ca-8171cd55c570				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	4300				http://www.morphbank.net/586899						image/jpeg	image of Battus philenor			3999		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		ead1fef5-35f9-4c76-ab98-c3b25daf62bb				http://www.morphbank.net/588055					http://www.morphbank.net/586899	Tall Timbers 2011			http://www.morphbank.net?id=586899&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
287cd99a-ab7e-4fd0-ac63-8c885d4ed0fa				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	3917				http://www.morphbank.net/586902						image/jpeg	image of Battus philenor			4016		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		0b96b5e4-3228-41c3-a31c-7e084d52025e				http://www.morphbank.net/588055					http://www.morphbank.net/586902	Tall Timbers 2011			http://www.morphbank.net?id=586902&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
c0edca07-c7a9-4574-ab6e-4f2e04b9e1fa				best quality				Tall Timbers 2011	2011-10-17 13:27:37.0	http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	3658				http://www.morphbank.net/586905						image/jpeg	image of Battus philenor			3041		Unspecified			Virginia Craig			http://www.morphbank.net/images/userLogos/TallTimbersFireLogo.gif		0d62755c-ecf0-4b43-875f-5d46586081af				http://www.morphbank.net/588055					http://www.morphbank.net/586905	Tall Timbers 2011			http://www.morphbank.net?id=586905&imgType=jpeg	by-nc-sa		Ventral					morphbank.net		whole organism	StillImage	whole organism		Digital Camera	en		2011-01-31				"<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license""> <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/></a>"	morphbank.net
